mapping_id	ko_path	source_type	en_target_paths	assigned_audit_job	primary_owner_job	supporting_jobs	previous_evidence_refs	path_validation	notes
F09-08	faq/Home/09. 에러메시지/09-08. ERR-410D2 (266450) Fetch out of sequence__10060534.md	faq	FAQE/Home/09. Error Messages/ERR-410D2 (266450) Fetch out of sequence__16876332.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-09	faq/Home/09. 에러메시지/09-09. ERR-1105D Unable to begin a new update statement__6521112.md	faq	FAQE/Home/09. Error Messages/ERR-1105D Unable to begin a new update statement__22642969.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-10	faq/Home/09. 에러메시지/09-10. ERR-4103C (266300) Request of fetching data to an unprepared SQL statement__10060521.md	faq	FAQE/Home/09. Error Messages/ERR-4103C (266300) Request of fetching data to an unprepared SQL statement__16876347.md	S027	S027	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-11	faq/Home/09. 에러메시지/09-11. ERR-4109C Invalid session property__8454428.md	faq	FAQE/Home/09. Error Messages/ERR-4109C Invalid session property__22642975.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-12	faq/Home/09. 에러메시지/09-12. ERR-5102E ( 331822) Invalid cursor state__9110660.md	faq	FAQE/Home/09. Error Messages/ERR-5102E ( 331822) Invalid cursor state__16876356.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-13	faq/Home/09. 에러메시지/09-13. ERR-7101D ( 462877) Protocol header error__6521284.md	faq	FAQE/Home/09. Error Messages/ERR-7101D ( 462877) Protocol header error__16876373.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-14	faq/Home/09. 에러메시지/09-14. ERR-11030 ( 69680) The data file cannot be extended because the requested size is bigger than the maximum size (F__9110712.md	faq	FAQE/Home/09. Error Messages/ERR-11030 ( 69680) The data file cannot be extended because the requested size is bigger than the maximum size (FID_0%d__16876378.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	Korean export filename is truncated; English target preserves the corresponding ERR-11030 title.
F09-15	faq/Home/09. 에러메시지/09-15. ERR-11036 The data file is in use__6521344.md	faq	FAQE/Home/09. Error Messages/ERR-11036 The data file is in use__16876380.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-16	faq/Home/09. 에러메시지/09-16. ERR-11049 ( 69705) Too many pages are allocated ( Maximum Number of Pages= 숫자)__9110685.md	faq	FAQE/Home/09. Error Messages/ERR-11049 ( 69705) Too many pages are allocated ( Maximum Number of Pages= #)__16876385.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-17	faq/Home/09. 에러메시지/09-17. ERR-11075 ( 69749) The transaction has exceeded the lock timeout specified by the user__6521290.md	faq	FAQE/Home/09. Error Messages/ERR-11075 The transaction has exceeded the lock timeout specified by the user__16876388.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-18	faq/Home/09. 에러메시지/09-18. ERR-11118 ( 69912) The update log size '_' is bigger than TRX_UPDATE_MAX_LOGSIZE '_'__8454818.md	faq	FAQE/Home/09. Error Messages/ERR-11118 ( 69912) The update log size '_' is bigger than TRX_UPDATE_MAX_LOGSIZE '_'__16876399.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-19	faq/Home/09. 에러메시지/09-19. ERR-11183 ( 70019) Insufficient page descriptor area in the temp table__10846427.md	faq	FAQE/Home/09. Error Messages/ERR-11183 ( 70019) Insufficient page descriptor area in the temp table__16876409.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-20	faq/Home/09. 에러메시지/09-20. ERR-11184 ( 70020) Insufficient free space in work area__10846429.md	faq	FAQE/Home/09. Error Messages/ERR-11184 ( 70020) Insufficient free space in work area__16876418.md	S028	S028	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-21	faq/Home/09. 에러메시지/Home/09. 에러메시지/09-21. ERR-21010 Value overflow__6521028.md	faq	FAQE/Home/09. Error Messages/ERR-21010 Value overflow__16876422.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	Nested Korean export path.
F09-22	faq/Home/09. 에러메시지/09-22. ERR-21011 _ Invalid literal__8455157.md	faq	FAQE/Home/09. Error Messages/ERR-21011 _ Invalid literal__16876425.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-23	faq/Home/09. 에러메시지/09-23. ERR-31283 Unable to create a primary key or a unique key constraint in the local non-prefixed index__6521108.md	faq	FAQE/Home/09. Error Messages/ERR-31283 Unable to create a primary key or a unique key constraint in the local non-prefixed index__16876430.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-24	faq/Home/09. 에러메시지/09-24. ERR-41059 ( 266329) Task pool overflow. Check properties__9110810.md	faq	FAQE/Home/09. Error Messages/ERR-41059 ( 266329) Task pool overflow. Check properties__16876433.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-25	faq/Home/09. 에러메시지/09-25. ERR-71018 ( 462872) Failed to invoke a system function, read() 또는 Failed to invoke the read() system function__9110051.md	faq	FAQE/Home/09. Error Messages/ERR-71018 ( 462872) Failed to invoke a system function, read() or Failed to invoke the read() system function__16876441.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-26	faq/Home/09. 에러메시지/09-26. ERR-71019(errno=104) Failed to invoke a system function, write()__9110055.md	faq	FAQE/Home/09. Error Messages/ERR-71019(errno=104) Failed to invoke a system function, write()__16876443.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-27	faq/Home/09. 에러메시지/09-27. ERR-91015 ( 593941) Communication failure__9110894.md	faq	FAQE/Home/09. Error Messages/ERR-91015 ( 593941) Communication failure__22642976.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-28	faq/Home/09. 에러메시지/09-28. Not found data__10060525.md	faq	FAQE/Home/09. Error Messages/Not found data__16876451.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F09-29	faq/Home/09. 에러메시지/09-29. tablespace does not have enough free space 에러__9110690.md	faq	FAQE/Home/09. Error Messages/tablespace does not have enough free space error__16876454.md	S029	S029	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P221	exists	none
F11-01	faq/Home/11. 유틸리티/11-01. AdminCenter2 실행 파일__8454900.md	faq	FAQE/Home/11. Utilities/AdminCenter2 execution file__16876465.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F11-02-01	faq/Home/11. 유틸리티/11-02. iLoader/11-02-01. 도스 형식 데이터 파일을 iloader로 업로드 할 때 에러가 발생 합니다__8454513.md	faq	FAQE/Home/11. Utilities/iLoader/An error occurs when uploading a DOS format data file to iloader__16876469.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F12-01	faq/Home/12. 기타/12-01. Thread process debugging방법__9109859.md	faq	FAQE/Home/12. Others/Thread process debugging method__16876474.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F12-02	faq/Home/12. 기타/12-02. 대용량 DRDB Index 구축__20873218.md	faq	FAQE/Home/12. Others/Building a Large-Scale DRDB Index__22642978.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F13-01	faq/Home/13. 일반/13-01. Altibase는 어떤 인터페이스를 제공하나요__9110631.md	faq	FAQE/Home/13. General/What interface does Altibase provide__22642982.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F13-02	faq/Home/13. 일반/13-02. Altibase와 디스크 기반 DBMS의 가장 큰 차이점은 무엇인가요__9110635.md	faq	FAQE/Home/13. General/What is the biggest difference between Altibase and disk-based DBMS__16876485.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
F13-03	faq/Home/13. 일반/13-03. 메모리에 전체 데이터베이스가 존재하는데 데이터의 안전성에는 문제가 없나요__9110752.md	faq	FAQE/Home/13. General/The entire database exists in memory. Is there any problem with the safety of the data__22642980.md	S030	S030	S031	KO_EN_DOC_REVIEW_REPORT.md J009; PASS2_KO_EN_DOC_REVIEW_REPORT.md P222	exists	none
