source_path	source_class	primary_topic	secondary_topics	owner_job	mapped_status	notes
FAQE/Home/Altibase Error Messages/ERR-610D2 The primary key column count of the replicated table does not match__7340220.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-610a0 Sender Stopping REP1 sender thread__7340215.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-61100 rpERR_ABORT_RPC_DUPLICATE_REPLICATION Duplicate replication names. The replication name already exists in the__6979851.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-61113 A replicated table must have a primary key__7340225.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-71015 cmERR_ABORT_SELECT_ERROR Failed to invoke the select() system function__7340227.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-71018 Failed to invoke the read() system function__6979756.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-71019 Failed to invoke the write() system function Flush protocol failed. Close connection__6979853.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-7101d Protocol header error__6979734.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-91013 The query was too long the maximum length is 65536__7340229.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-91020 No Connection State__6979855.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-9102B utERR_ABORT_Token_Value_Range_Error Token value length overflow. Maximum token length=0%d. Column =1%s, Value=__7340231.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-9103D Data parsing error - LineXXXX__6979857.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-91044 Error occurred during data file IO__7340233.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-A100C Conversion not applicable__7340250.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/ERR-A1013 Calculation stack overflow__7340247.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages/make Cannot find a rule to create target connect1.o from dependencies__7340239.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
FAQE/Home/Altibase Error Messages__6979655.md	English-only source	llm-reference/07-troubleshooting-error-messages.md	none	R014	mapped_with_risk	R003 topic routing complete; English-only auxiliary source, label explicitly; detailed semantic-unit extraction belongs to R014.
arch/Home/AIX Setup Guide for Altibase__14058298.md	Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete.
arch/Home/APRE_C_C++ New Features & Upgrade Guide__22643052.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/How to make a basic Makefile__15630382.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for AIX xlc__16252935.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for HP acc__16449546.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for Linux gcc__15630400.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for SUN(Solaris) cc__16678920.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Notes_Considerations__16678933.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase APRE(SES) _C_C++ Makefile__15630378.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase CPU Overload Analysis Guide/1. Routine Checklist__14647587.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase CPU Overload Analysis Guide/2. General Analysis Procedure__14647591.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase CPU Overload Analysis Guide/3. CPU Cost of Query Processing__14647598.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase CPU Overload Analysis Guide/4. CPU problems with other cases__14647606.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase CPU Overload Analysis Guide/5. Summary__14647615.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase CPU Overload Analysis Guide__14647581.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase Configuration File Guide__22642991.md	Link-validated Korean-source-verified	llm-reference/03-operation-administration-security.md	llm-reference/06-monitoring-diagnostics.md	R007	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R007.
arch/Home/Altibase Data Migration Process Guide__22642994.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Developer Training__22642996.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Development Guide/1. Considerations when Designing__22642998.md	Link-validated Korean-source-verified	llm-reference/08-sql-performance-tuning.md	llm-reference/05-replication-ha.md;llm-reference/04-backup-recovery.md;llm-reference/02-architecture-storage-concepts.md	R016	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R016.
arch/Home/Altibase Development Guide/2. Considerations when Developing__14058531.md	Link-validated Korean-source-verified	llm-reference/08-sql-performance-tuning.md	llm-reference/09-development-client-api.md;llm-reference/03-operation-administration-security.md	R015	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R015.
arch/Home/Altibase Development Guide/3. Altibase Trace Logs__22643000.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase Development Guide/4. CLIENT APPLICATION Error Messages__14058547.md	Link-validated Korean-source-verified	llm-reference/07-troubleshooting-error-messages.md	llm-reference/09-development-client-api.md	R013	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R013.
arch/Home/Altibase Development Guide__14058519.md	Link-validated Korean-source-verified	llm-reference/08-sql-performance-tuning.md	llm-reference/09-development-client-api.md;llm-reference/03-operation-administration-security.md	R015	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R015.
arch/Home/Altibase Docker Guide/1. Overview of Docker__14647745.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase Docker Guide/2. Docker Installation__14647748.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase Docker Guide/3. Altibase Docker Image__14647754.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase Docker Guide/4. Creating Altibase Service Container__14647760.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase Docker Guide/5. Stopping_Deleting Altibase Service Container__14909445.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase Docker Guide__14647741.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R005	mapped	R003 routing plus R005 semantic-unit extraction and topic coverage complete; link or attachment evidence was validated in Phase 2.
arch/Home/Altibase GeoServer Integration Guide__22643004.md	Link-validated Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Installation Guide/1. Altibase HDB package installer__14647639.md	Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R004	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R004.
arch/Home/Altibase Installation Guide/2. Product Installation using the Package Installer__14647653.md	Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R004	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R004.
arch/Home/Altibase Installation Guide/3. License Key Request__14647666.md	Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R004	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R004.
arch/Home/Altibase Installation Guide__14647632.md	Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R004	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R004.
arch/Home/Altibase Memory Usage Increase Analysis Guide/1. Routine Check of Memory Usage__14647392.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase Memory Usage Increase Analysis Guide/2. Causes and resolution for increase of Altibase process memory usage__14647396.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase Memory Usage Increase Analysis Guide__14647388.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	llm-reference/07-troubleshooting-error-messages.md	R012	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R012.
arch/Home/Altibase Monitoring Queries Guide/1. Altibase Server Monitoring Overview__14058232.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/1. Main meta table and performance views related to session, query, transaction, lock, service thread, and memory DB GC__14058240.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/2. Major Meta Tables and Performance Views related to tablespace, table, column, index, and constraint__14058242.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/3. Main Performance View related to Statistical Information__14058244.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/4. Main Metal Tables and Performance Views Related to Replication__14058248.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/5. Whether Users can Access the Tablespace, System_Object Privileges, PSM, View related Meta Tables and Peformance Views__14058250.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview__14058238.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/1. Session__14058254.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/10. Object__14058276.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/11. Privileges__14058278.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/12. Constraints__14058280.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/13. Replication__14058282.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/2. Statement__14058256.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/3. Service Thread__14058260.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/4. Transaction & Lock__14058264.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/5. Redo Logfile__14058266.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/6. GC (Garbage Collector)__14058268.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/7. Memory__14058270.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/8. Tablespace (TBS)__14058272.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/9. Disk Buffer__14058274.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries__14058252.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase Monitoring Queries Guide__14058229.md	Link-validated Korean-source-verified	llm-reference/06-monitoring-diagnostics.md	none	R011	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R011.
arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase Oracle Conversion Guide/1. Environment Configuration__14647318.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-1 Object Conversion__14647322.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-2 SQL Conversion__14647324.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-3 Stored Procedure _ Function Conversion__14647326.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting__14647320.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide/3. Conversion Procedure__14647349.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Oracle Conversion Guide__14647316.md	Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Precompiler Guide/1. Considerations for ALTIBASE Development__14647447.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Precompiler Guide/2. How to use APRE__14647451.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Precompiler Guide/3. APRE Sample Program__14647488.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Precompiler Guide/4. Frequently Occurring Error Messages__22643006.md	Korean-source-verified	llm-reference/07-troubleshooting-error-messages.md	llm-reference/09-development-client-api.md	R013	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R013.
arch/Home/Altibase Precompiler Guide/5. Considerations when converting from other DBMSs__14647506.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Precompiler Guide__14647438.md	Korean-source-verified	llm-reference/09-development-client-api.md	none	R017	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R017.
arch/Home/Altibase Quick Install & Start for UNIX__16875604.md	Link-validated Korean-source-verified	llm-reference/01-installation-upgrade-platform.md	none	R004	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R004.
arch/Home/Altibase Replication Configuration Guide__14647672.md	Korean-source-verified	llm-reference/05-replication-ha.md	none	R010	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R010.
arch/Home/Altibase Replication Constraints Guide__22643008.md	Link-validated Korean-source-verified	llm-reference/05-replication-ha.md	none	R010	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R010.
arch/Home/Altibase SQL Tuning Guide__22643010.md	Link-validated Korean-source-verified	llm-reference/08-sql-performance-tuning.md	none	R016	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R016.
arch/Home/Altibase VC 2008 Development Guide__19333567.md	Link-validated Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase VC 2010 Development Guide__19334121.md	Link-validated Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R020.
arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase Window ADO.NET Development Guide/3. Frequent Error Messages__14647579.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	Link-validated Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase and unixODBC Integration Guide__14647413.md	Korean-source-verified	llm-reference/09-development-client-api.md	llm-reference/07-troubleshooting-error-messages.md	R018	mapped	R003 topic routing complete; detailed semantic-unit extraction belongs to R018.
arch/Home/Altibase_Oracle Comparison__16875638.md	Link-validated Korean-source-verified	llm-reference/11-migration-conversion-tools.md	llm-reference/09-development-client-api.md	R020	mapped	R003 topic routing complete; link or attachment evidence was validated in Phase 2; detailed semantic-unit extraction belongs to R020.
