path	source_class	evidence_path	allowed_phase3_use	risk	notes
FAQE/Home/ALTIBASE HDB Performance Tuning/Performance diagnostics for ALTIBASE HDB/2. Database side diagnostics__1802812.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Performance Tuning as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Performance Tuning/Performance diagnostics for ALTIBASE HDB/3. System side diagnostics__1802815.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Performance Tuning as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Performance Tuning/Performance diagnostics for ALTIBASE HDB__1802804.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Performance Tuning as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Replication/How to resolve a replication conflict__1802562.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Replication as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Replication/Replication Overview__1802501.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Replication as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Replication/What is Offline Replicator__1803108.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Replication as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Replication/What is a Replication Conflict__1802533.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Replication as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/A transaction exceeds lock timeout value specified by user__2130190.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/A user tablespace does not have enough free space__2130199.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Cannot insert new records after deleting bulk records/1. Test case with ALTIBASE HDB 5.3.3__2558084.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Cannot insert new records after deleting bulk records/2. How did we determine that the cause of the problem is the Index Segment__2558186.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Cannot insert new records after deleting bulk records/3. How to avoid the problem by seperating Tablespaces__2558192.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Cannot insert new records after deleting bulk records__2557870.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Information required to diagnose ALTIBASE HDB problems__1802800.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/Performance degradation issue when upgrading AIX OS to 6.1__2984400.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/ALTIBASE HDB Troubleshooting/The number of logfiles grows rapidly__1802691.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies ALTIBASE HDB Troubleshooting as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0001c Unable to shutdown the communication channel__7340235.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-01002 Invalid character in use__7340276.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-01027 No more IPC channel__7340237.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-01044 Client's query exceeded in the execution time limitation__6979720.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0104E The property XXX is read-only__7340662.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-01050 License File does not exist__6979815.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-01067 The memory size allocated for the statement has exceeded the maximum limit__6979765.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0106B The session has been disconnected by the client__6979739.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0108D License invalid or expired__6979817.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0109D Insufficient memory__6979800.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-0109F Library file for external procedure(function) not found__6980119.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-1051 Memory allocation failed__6980122.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11009 Failed to invoke a system function, shmat()__7340315.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11025 The data file already exists__6980129.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11027 The data file does not exist__7340037.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-1102A Tablespace node not found__11207177.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11030 The data file cannot be extended because the requested size is bigger than the maximum size (262144 pages)__6979787.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11035 The tablespace does not have enough free space__7340049.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11036 The data file is in use__6979796.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11041 A deadlock situation has been detected__6979819.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11049 Too many pages were allocated__6979809.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11058 The row already exists in a unique index__6979811.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-1105D Unable to begin a new update statement__6979825.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11075 The transaction has exceeded the lock timeout specified by the user__6979715.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11098 smERR_ABORT_BackupLogMode cannot be executed in no archive log mode__6980107.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-110AA Duplicate tablespace names__6980117.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-110F0 Unable to extend the tablespace (SYS_TBS_MEM_DIC) because the database would be larger than MEM_MAX_DB_SIZE(12__7340747.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11107 smERR_ABORT_UNABLE_TO_CREATE_CUZ_VOL_MAX_DB_SIZE Unable to create the tablespace because the database would be__7340317.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11118 The update log size '...' is bigger than TRX_UPDATE_MAX_LOGSIZE '...'__7340281.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11118 The update log size '10485760' is bigger than TRX_UPDATE_MAX_LOGSIZE__6979741.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11123 The tablespace does not have enough free space__6979770.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-11136 The LogAnchor file already exists__7340099.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-135181 Invalid data type length__7340105.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-201436 The number of host variables exceed the maximum limit (1024)__6979839.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-2100D Invalid length of the data type__6979821.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-21010 Value overflow__6979763.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-21011 Invalid literal__6979802.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-21013 Calculation stack overflow__6979710.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-266300 Request of fetching data to an unprepared SQL statement__7340131.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-266447 mmERR_ABORT_TOO_MANY_STATEMENTS_IN_THE_SESSION__7340133.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-31020 You cannot execute DDL on a replicated table__7340135.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-3103F No DDL statement is allowed to be executed on a replicated table__7340137.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-31088 A replicated table must have a primary key__6979805.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-3109F REPL sender failure to handshake with peer server__6979813.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
FAQE/Home/Altibase Error Messages/ERR-311B1 The user must have SYSDBA privilege(s) to execute this statement__7340144.md	English-only source	semantic-coverage/matrices/S031-faq-attachments-english-only-classification.tsv; LLM_REFERENCE_REVIEW_PLAN.md	Auxiliary Phase 3 source only; label as English-only source and do not present as Korean-source-verified.	outside Korean-core FAQ mapping; no Korean-source semantic verification	Outside the 115 mapped Korean-core FAQE targets; S031 classifies the Altibase Error Messages area as English-only auxiliary material.
