path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
arch/Home/AIX Setup Guide for Altibase__14058298.md	14058298	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	16897	16897	2653	2653	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/APRE_C_C++ New Features & Upgrade Guide__22643052.md	22643052	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	28239	28239	2224	2224	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/How to make a basic Makefile__15630382.md	15630382	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	17930	17930	2265	2265	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for AIX xlc__16252935.md	16252935	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9357	9357	1250	1250	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for HP acc__16449546.md	16449546	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4329	4329	575	575	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for Linux gcc__15630400.md	15630400	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3809	3809	489	489	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Makefile for SUN(Solaris) cc__16678920.md	16678920	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4974	4974	663	663	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile/Notes_Considerations__16678933.md	16678933	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1211	1211	155	155	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase APRE(SES) _C_C++ Makefile__15630378.md	15630378	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1542	1542	197	197	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide/1. Routine Checklist__14647587.md	14647587	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4600	4600	660	660	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide/2. General Analysis Procedure__14647591.md	14647591	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5144	5144	697	697	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide/3. CPU Cost of Query Processing__14647598.md	14647598	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6264	6264	886	886	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide/4. CPU problems with other cases__14647606.md	14647606	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6593	6593	834	834	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide/5. Summary__14647615.md	14647615	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4237	4237	548	548	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase CPU Overload Analysis Guide__14647581.md	14647581	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2194	2194	270	270	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Configuration File Guide__22642991.md	22642991	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	17378	17378	2516	2516	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Data Migration Process Guide__22642994.md	22642994	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	18486	18486	2439	2439	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Developer Training__22642996.md	22642996	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2064	2064	173	173	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Development Guide/1. Considerations when Designing__22642998.md	22642998	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	13760	13760	1873	1873	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Development Guide/2. Considerations when Developing__14058531.md	14058531	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	18170	18170	2598	2598	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Development Guide/3. Altibase Trace Logs__22643000.md	22643000	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	15945	15945	2381	2381	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Development Guide/4. CLIENT APPLICATION Error Messages__14058547.md	14058547	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	13572	13572	1936	1936	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Development Guide__14058519.md	14058519	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2735	2735	246	246	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide/1. Overview of Docker__14647745.md	14647745	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2999	2999	291	291	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide/2. Docker Installation__14647748.md	14647748	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1978	1978	223	223	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide/3. Altibase Docker Image__14647754.md	14647754	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	11664	11664	1204	1204	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide/4. Creating Altibase Service Container__14647760.md	14647760	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14832	14832	1481	1481	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide/5. Stopping_Deleting Altibase Service Container__14909445.md	14909445	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4791	4791	455	455	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Docker Guide__14647741.md	14647741	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1526	1526	188	188	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase GeoServer Integration Guide__22643004.md	22643004	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	12958	12958	1209	1209	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Installation Guide/1. Altibase HDB package installer__14647639.md	14647639	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6494	6494	808	808	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Installation Guide/2. Product Installation using the Package Installer__14647653.md	14647653	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	18499	18499	2034	2034	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Installation Guide/3. License Key Request__14647666.md	14647666	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4245	4245	574	574	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Installation Guide__14647632.md	14647632	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1233	1233	133	133	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Memory Usage Increase Analysis Guide/1. Routine Check of Memory Usage__14647392.md	14647392	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9563	9563	1345	1345	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Memory Usage Increase Analysis Guide/2. Causes and resolution for increase of Altibase process memory usage__14647396.md	14647396	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10538	10538	1575	1575	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Memory Usage Increase Analysis Guide__14647388.md	14647388	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2186	2186	240	240	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/1. Altibase Server Monitoring Overview__14058232.md	14058232	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2507	2507	280	280	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/1. Main meta table and performance views related to session, query, transaction, lock, service thread, and memory DB GC__14058240.md	14058240	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4247	4247	509	509	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/2. Major Meta Tables and Performance Views related to tablespace, table, column, index, and constraint__14058242.md	14058242	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5204	5204	666	666	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/3. Main Performance View related to Statistical Information__14058244.md	14058244	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6911	6911	927	927	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/4. Main Metal Tables and Performance Views Related to Replication__14058248.md	14058248	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3337	3337	397	397	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview/5. Whether Users can Access the Tablespace, System_Object Privileges, PSM, View related Meta Tables and Peformance Views__14058250.md	14058250	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2756	2756	316	316	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/2. Altibase Meta Table and Performance View Overview__14058238.md	14058238	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3463	3463	445	445	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/1. Session__14058254.md	14058254	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4408	4408	573	573	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/10. Object__14058276.md	14058276	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	33849	33849	4163	4163	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/11. Privileges__14058278.md	14058278	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8714	8714	1097	1097	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/12. Constraints__14058280.md	14058280	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6040	6040	741	741	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/13. Replication__14058282.md	14058282	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7590	7590	1078	1078	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/2. Statement__14058256.md	14058256	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10501	10501	1358	1358	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/3. Service Thread__14058260.md	14058260	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2127	2127	294	294	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/4. Transaction & Lock__14058264.md	14058264	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4347	4347	551	551	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/5. Redo Logfile__14058266.md	14058266	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2152	2152	306	306	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/6. GC (Garbage Collector)__14058268.md	14058268	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3805	3805	539	539	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/7. Memory__14058270.md	14058270	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3097	3097	377	377	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/8. Tablespace (TBS)__14058272.md	14058272	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	32886	32886	3741	3741	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries/9. Disk Buffer__14058274.md	14058274	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1234	1234	163	163	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide/3. Monitoring Elements and Corresponding Monitoring Queries__14058252.md	14058252	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1950	1950	206	206	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Monitoring Queries Guide__14058229.md	14058229	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3188	3188	387	387	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase ODBC Development Guide in Windows Environment__15138911.md	15138911	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	11266	11266	1233	1233	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/1. Environment Configuration__14647318.md	14647318	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1909	1909	229	229	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-1 Object Conversion__14647322.md	14647322	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	21509	21509	3329	3329	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-2 SQL Conversion__14647324.md	14647324	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10689	10689	1980	1980	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting/2-3 Stored Procedure _ Function Conversion__14647326.md	14647326	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5759	5759	888	888	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/2. Environment Setting__14647320.md	14647320	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	848	848	64	64	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide/3. Conversion Procedure__14647349.md	14647349	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7359	7359	892	892	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Oracle Conversion Guide__14647316.md	14647316	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2397	2397	337	337	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide/1. Considerations for ALTIBASE Development__14647447.md	14647447	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	10649	10649	1559	1559	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide/2. How to use APRE__14647451.md	14647451	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	23392	23392	3403	3403	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide/3. APRE Sample Program__14647488.md	14647488	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3709	3709	479	479	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide/4. Frequently Occurring Error Messages__22643006.md	22643006	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14372	14372	1984	1984	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide/5. Considerations when converting from other DBMSs__14647506.md	14647506	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2536	2536	324	324	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Precompiler Guide__14647438.md	14647438	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1514	1514	181	181	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Quick Install & Start for UNIX__16875604.md	16875604	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	46190	46190	5701	5701	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Replication Configuration Guide__14647672.md	14647672	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	34312	34312	5123	5123	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Replication Constraints Guide__22643008.md	22643008	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	16207	16207	2129	2129	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase SQL Tuning Guide__22643010.md	22643010	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2085	2085	206	206	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Window ADO.NET Development Guide/1. ADO.NET Settings__14647569.md	14647569	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8704	8704	893	893	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Window ADO.NET Development Guide/2. ADO.NET Development Guide__14647573.md	14647573	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3842	3842	392	392	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Window ADO.NET Development Guide/3. Frequent Error Messages__14647579.md	14647579	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1912	1912	219	219	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase Window ADO.NET Development Guide__14647565.md	14647565	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1606	1606	166	166	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase and unixODBC Integration Guide/1. unixODBC Manager Installation__14647417.md	14647417	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9219	9219	1264	1264	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase and unixODBC Integration Guide/2. Integrating unixODBC Manager__14647432.md	14647432	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5186	5186	668	668	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase and unixODBC Integration Guide__14647413.md	14647413	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1516	1516	174	174	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Altibase_Oracle Comparison__16875638.md	16875638	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	44378	44378	7833	7833	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Configuration Guide For Minimizing Disk I_O Contention__22643018.md	22643018	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	22216	22216	3122	3122	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Considerations for Altibase Backup Policy/1. Backup Types__14647714.md	14647714	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7082	7082	838	838	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Considerations for Altibase Backup Policy/2. Considerations for Determining Backup Policy__14647722.md	14647722	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8540	8540	1336	1336	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Considerations for Altibase Backup Policy/3. Summary (Considerations for Altibase Backup Policy)__14647728.md	14647728	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5111	5111	734	734	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Considerations for Altibase Backup Policy__14647709.md	14647709	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1690	1690	172	172	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Creating ALTIBASE Database__22643020.md	22643020	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7132	7132	941	941	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase/1. Disk I_O Occurrence Type__14647512.md	14647512	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6166	6166	1044	1044	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase/2. Data File Configuration Plan__14647521.md	14647521	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4477	4477	676	676	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase/3. File System__14647523.md	14647523	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2202	2202	377	377	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase/4. Disk Configuraiton__14647527.md	14647527	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1871	1871	271	271	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase/5. Disk I_O Optimization__14647545.md	14647545	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5495	5495	950	950	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Disk Configuration Guide for Altibase__14647508.md	14647508	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1568	1568	193	193	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/HPUX Setup Guide for Altibase__14058288.md	14058288	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	21848	21848	3481	3481	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Hibernate Integration Guide for Altibase__14058388.md	14058388	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	45840	45840	4659	4659	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Home/ALTIBASE HDB White papers__4030581.md	4030581	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1225	1225	51	51	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/Home/Storage Guide__9110563.md	9110563	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8816	8816	1389	1389	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JAVA Developer's Guide__16875544.md	16875544	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	27987	27987	3333	3333	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JBOSS Integration Guide for Altibase/1. JBoss Installation__14647370.md	14647370	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8748	8748	980	980	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JBOSS Integration Guide for Altibase/2. Integrating Altibase and JBOSS__14647372.md	14647372	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9185	9185	989	989	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JBOSS Integration Guide for Altibase/3. Examples__14647382.md	14647382	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4773	4773	522	522	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JBOSS Integration Guide for Altibase__14647358.md	14647358	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1054	1054	105	105	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JEUS Integration Guide for Altibase/1. JEUS Installation__14058463.md	14058463	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	14103	14103	1513	1513	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JEUS Integration Guide for Altibase/2. Integrating ALTIBASE and JEUS__14058474.md	14058474	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	23185	23185	2763	2763	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JEUS Integration Guide for Altibase/3. Sample Examples__14058486.md	14058486	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5382	5382	644	644	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
arch/Home/JEUS Integration Guide for Altibase__14058459.md	14058459	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1567	1567	138	138	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
